,S1_BSA_Blank_U13C_labeled_glucose,S1_BSA_Blank_unlabeled_glucose,S2_SA_Blank_U13C_labeled_glucose,S2_SA_Blank_unlabeled_glucose,S3_LPS853_BSA_unlabeled_glucose8h,S4_LPS853_BSA_unlabeled_glucose8h,S5_LPS853_BSA_unlabeled_glucose8h,S6_LPS853_BSAandSA_unlabeled_glucose8h,S7_LPS853_BSAandSA_unlabeled_glucose8h,S8_LPS853_BSAandSA_unlabeled_glucose8h,S9_LPS853_BSA_U13C_labeled_glucose8h,S10_LPS853_BSA_U13C_labeled_glucose8h,S11_LPS853_BSAU13C_labeled_glucose8h,S12_LPS853_BSAandSA_U13C_labeled_glucose8h,S13_LPS853_BSAandSA_U13C_labeled_glucose8h,S14_LPS853_BSAandSA_U13C_labeled_glucose8h,S15_LPS853_BSA_U13C_labeled_glucose4h,S16_LPS853_BSA_U13C_labeled_glucose4h,S17_LPS853_BSA_U13C_labeled_glucose4h,S18_LPS853_BSAandSA_U13C_labeled_glucose4h,S19_LPS853_BSAandSA_U13C_labeled_glucose4h,S20_LPS853_BSAandSA_U13C_labeled_glucose4h,S21_LPS853_BSA_U13C_labeled_glucose2h,S22_LPS853_BSA_U13C_labeled_glucose2h,S23_LPS853_BSA_U13C_labeled_glucose2h,S24_LPS853_BSAandSA_U13C_labeled_glucose2h,S25_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h,S26_LPS853_BSAandSA_U13C_labeled_glucose2h_redo,Burn_inQCpool1,Burn_inQCpool2,Burn_inQCpool3,Burn_inQCpool4,Noinj_Blank_2,Noinj_Blank_redo26_2,qcpool_redo26_1,qcpool_redo26_2,qcpool_redo26_3,qcpool_redo26_4,qcpool_redo26_5,qcpool2,qcpool3,qcpool4,qcpool5
Nicotinamide adenine dinucleotide_21,14065.859,8553.444859,8790.95479,1679.889344,17282.89053,13936.24349,19975.49432,11280.48187,6457.40095,13900.86261,16892.69992,16865.33566,18597.32269,10053.14293,15096.55948,12333.80296,16274.10773,14342.54286,14743.30762,3516.67412,19747.50805,14143.26083,16428.06477,14136.3148,22593.12593,3458.431229,13983.30737,17833.15948,10113.27792,18202.25382,12164.44032,10050.16836,19067.63414,4964.344161,8746.366057,13565.35434,13606.22174,19088.64603,16935.01583,15263.30558,18577.44915,12316.92199,15294.69666,7574.799144
Pyridoxine_0,89680.19633,217961.5357,203604.058,333681.9588,1834819.495,2209515.569,1936375.727,1742817.715,1923019.672,2222182.322,1796294.856,1804025.896,2449507.147,1867589.699,2176405.224,2296543.982,2205151.754,2058924.611,2842733.856,2184518.057,2502781.56,2493155.056,1741607.988,2157620.224,2427131.07,2053699.345,2280497.645,2351751.974,2159452.101,2107915.893,2072446.799,2046471.193,1969599.4,82855.85762,60525.91798,1977822.456,1935650.464,1930785.423,1998421.707,1943365.054,2049272.526,2052702.205,2094833.704,1962176.695
Pyridoxine_1,7477.982306,0,11968.44869,0,1458.155129,12878.72038,2704.553054,20110.34612,15821.65767,6888.422589,6069.163181,10946.86563,10303.73671,17312.25967,9780.235649,15551.54193,21203.97215,14510.65022,3214.583686,15021.80543,20750.85232,2208.462845,0,4871.397569,2836.722072,19122.61111,15058.4699,13260.69806,6622.089349,15280.97416,26090.31012,27200.03665,20916.10116,2040.975688,5372.090936,24525.57411,29600.74973,16061.42844,13123.49495,12791.3164,28376.64788,0,18952.55315,15272.18929
Pyridoxine_2,4275.604734,2369.48675,0,4254.949509,0,0,0,0,0,0,0,0,0,4298.916541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5932.772505,1362.320156,0,0,0,0,0,0,0,0,0
Pyridoxine_3,4802.570118,33948.47216,32830.43883,33877.12729,10511.89843,14502.35948,15869.56908,6880.683168,7195.772128,14689.3248,2316.832286,3803.472108,20430.99174,27488.70001,6553.55089,2294.32292,18732.34636,32000.96036,22609.48629,24359.80355,21659.12577,21272.68728,14497.784,18569.84754,17334.54762,7061.916577,14659.66198,20551.32465,9585.865378,38273.14809,15214.41749,17762.25593,10150.63525,19792.58245,18144.73608,12574.38826,9431.919697,21664.47237,21872.91798,33751.46915,30610.12213,36615.71695,39945.18425,12783.41963
Pyridoxine_4,2314.22574,587.0494166,0,3073.151978,8493.051457,9049.622422,7411.900803,10056.65706,11271.21995,8159.193829,7995.122314,9898.275049,9392.099046,6782.52966,6597.233114,10921.38942,5669.378591,6261.236358,4805.960587,5879.184185,8490.707684,12187.25729,10612.08962,11787.69842,6374.053901,2751.379798,9186.876277,10830.96713,3600.330897,627.7215971,5004.406669,1034.622186,9620.01955,0,648.4400889,6274.471559,7737.572277,12106.06516,5913.259274,7064.900348,5361.906021,0,4768.377037,5685.88171
Pyridoxine_5,44217.24328,61968.79724,44704.68437,45429.06813,46998.87534,53212.53036,34807.63368,48576.37595,56270.65725,9447.615742,21514.90972,57216.25849,38982.20815,50127.69304,31146.37761,51853.18317,41861.77398,98445.10047,71135.99384,52995.92423,17439.41028,16220.62516,14998.62564,22669.63199,32631.76086,42350.91622,43564.1044,5261.292599,37613.88795,68634.53309,64905.20102,71542.59769,46876.04048,38411.82897,8273.641422,71910.63968,55749.52875,48868.48124,70702.65137,89169.65934,83511.48955,77482.10153,88376.97685,56536.03653
Pyridoxine_6,11150.54664,7198.275453,12716.23884,8541.226921,8639.590166,6043.46206,4770.024541,7630.88357,6345.915523,432.767407,8500.316614,8009.974594,8530.755963,9353.233168,12366.58414,11420.66399,6192.473802,4464.758415,7548.953383,9309.783627,9142.381962,10625.9933,9845.731235,11736.89043,7991.375785,9726.711648,10032.01671,9773.937564,9303.657497,5433.229676,8016.135288,7091.79098,7565.258781,8492.443124,5906.212865,17152.50201,11605.42187,6891.534697,16547.45831,9042.607977,15390.76299,7568.675366,7532.276787,11637.19494
Pyridoxine_7,5872.986054,5647.378768,4794.711416,6999.305037,4360.215,4088.303927,7109.119742,5045.498709,4357.432694,3151.816278,2947.337729,2934.483095,6373.923839,5709.396649,7425.678027,7583.704598,2152.425651,7214.444103,7563.394573,4870.937488,5924.442721,6522.359888,8282.984328,5462.393509,5529.337039,3985.180927,8549.714456,5561.208072,3411.555587,4654.516142,5870.488605,4474.064429,5021.904739,7367.353667,2446.473161,5656.793051,4864.118004,4886.661439,4695.240532,3311.227783,8606.99368,5184.084875,5195.088603,6431.612996
Pyridoxine_8,4613.207373,3120.680207,3546.060449,4768.0105,4734.825193,6161.551994,4097.611707,6592.009806,5341.654066,5294.464926,4959.316915,6939.91158,4599.431044,2702.773461,4270.110478,891.1297386,4954.574562,7284.371391,1227.632152,2804.644517,4497.716514,7187.548111,6365.191052,2149.96833,4434.901261,5852.921378,2799.832428,4702.395526,1953.214498,4528.153003,4243.496702,6124.153126,2434.14664,1547.593504,3060.269719,3276.705541,4017.440509,5996.305484,748.1384871,4162.474037,4571.854337,7328.88776,6633.230383,3778.278065
Folic acid_0,176373.3594,336785.824,398928.8029,644185.2011,80564.82985,81619.93394,71765.0211,91673.85641,95615.93343,110158.0725,180622.725,153505.8168,394504.4461,255172.0256,305220.7016,290261.35,231175.7504,234293.4858,368552.3905,193247.7417,202702.6185,257154.4794,184867.7967,320155.6957,383197.2543,164632.4314,132835.3659,237392.8528,223521.9915,206711.6093,225400.4814,232137.4072,208786.1767,4202.50548,9260.14463,210692.1115,211626.1652,219434.556,235538.4581,211784.7876,202402.7437,190578.3927,236754.1764,211174.8244
Folic acid_1,3470.087929,9616.228047,13241.60329,0,8072.724972,10761.24909,11597.24188,9564.759371,9914.240291,6994.639923,20167.27468,2045.543828,14134.79125,14003.85105,11098.45295,0,3356.558182,4186.442471,17275.88395,5515.057675,10254.0844,16079.33038,5924.890395,8003.181588,0,12147.74594,14431.58264,0,5818.972529,12522.57194,3788.099177,5185.391656,8960.066022,11751.3567,8610.828771,5999.508991,13485.89243,4468.635454,0,10897.35561,8211.583887,19259.86505,11360.12369,19375.07158
Folic acid_2,3017.078922,2905.311934,6412.244351,11816.74903,8774.174082,5857.553936,4559.495102,3419.031536,1947.931174,7520.690647,15.00017853,6342.098085,6927.414789,4367.985199,8506.346214,7272.048931,0,14577.75404,2934.398986,9718.360771,31634.72807,4455.419578,5211.539487,7799.088533,7096.730895,2053.018966,5842.846339,0,5720.31939,12334.75633,13838.2215,6389.931666,7075.046661,5189.459056,5356.650579,1445.816419,0,299.9144338,4748.995157,0,0,3509.196536,4464.436466,5353.391783
Folic acid_3,3733.236321,7963.795468,5594.279856,4140.360569,0,10302.4101,0,14144.83501,11164.68698,262.2475177,2786.835403,8047.268479,5954.097843,6774.534324,7374.933177,7519.402812,13415.06145,16396.86995,18269.61038,0,7410.494552,16429.69018,336.1183825,7518.450902,0,9281.898307,5921.849972,3656.490167,5604.91286,5314.705615,8377.040151,8581.967607,2058.696718,3197.312136,4020.185803,4031.25633,7787.409681,8436.536337,8064.736248,5510.65012,848.7960373,1384.135504,9431.882925,7208.025991
Folic acid_4,5106.538279,3882.810097,6642.182655,7431.527681,3432.210083,4356.429518,6903.197354,4758.866105,572.6743823,8070.529864,3042.354883,8057.791743,6716.045419,5923.755569,4850.45471,9625.122289,5907.354462,4453.525286,2763.984262,8807.247804,6013.499082,7575.959191,6352.066397,2443.069181,6237.252691,3336.032176,3762.677634,977.0019391,3878.089927,6182.05914,7859.242678,4765.710454,26.08785886,1190.593564,4059.929294,6894.004012,6441.274646,4976.663456,2498.395224,5108.042445,8038.367648,6986.732279,3021.515059,5550.456459
Folic acid_5,7919.618266,742.1994098,2569.817832,4703.088294,4822.906449,8625.452717,613.798403,4910.297708,7060.284324,747.9046377,5479.964612,4698.852437,4584.436071,4582.129678,4760.638789,4537.956537,4024.156079,0,6510.861469,4414.090615,6840.949736,3437.019998,4262.220498,4190.703105,6075.126405,10174.42489,5883.118959,8541.884908,2191.10352,93.80090446,3031.853763,7356.357875,11552.83301,6843.181623,8762.563041,5426.000254,0,6102.449653,238.8488827,1670.863588,3852.204617,5106.296227,3151.434289,1936.74563
Folic acid_6,8380.142448,9044.148555,5229.944818,6521.5723,17192.4439,14130.26955,2057.821547,13177.87387,6496.443186,21247.50429,6697.086488,6062.902251,15066.84579,9016.705948,3353.272988,6986.885484,12810.22142,17248.79081,4711.606894,14735.33789,6552.523009,16361.4038,8851.75534,1898.345649,0,16441.01362,7171.538336,17475.43495,16845.6671,8949.669196,12383.05642,12371.58473,9872.936054,7333.542097,1801.214918,7881.478729,2505.537635,7737.645855,16030.87247,3073.447089,15151.64899,6460.182648,10305.99789,11794.49576
Folic acid_7,1427.79835,4231.550469,7448.782155,9155.296226,5282.36403,6243.456818,9181.191642,11433.50308,10789.74968,1610.838333,3880.87203,7904.941711,7753.585629,10876.39363,6281.452217,11403.53649,1352.721225,5234.298849,11258.3492,106.0463108,7497.116936,0,8309.197448,6318.081079,11411.84228,7180.962237,3487.956762,6109.139464,6423.416453,6390.914419,4341.054415,9020.493426,10126.644,8099.695812,6271.306757,6078.073111,13203.07106,5842.980634,3648.48361,6755.479989,0,6461.737345,11964.85826,8104.505327
Folic acid_8,5104.916693,8376.217255,10366.00737,5619.467454,5711.558761,6569.571833,6466.215881,6493.880517,7317.277824,8327.112212,7511.866558,3838.092567,7547.765779,4525.998329,3463.50405,956.5948502,6904.014179,8661.262996,7668.657474,9594.998812,4783.006276,12138.45338,0,2623.50497,6544.331901,8220.768224,4598.459779,6363.914431,1052.598585,0,5325.357284,806.0512708,7779.677509,8611.568986,5981.381158,3429.471871,7845.328901,7784.362465,8237.834521,0,3631.847866,0,0,7220.338945
Folic acid_9,9750.841617,2091.299356,8705.047328,10817.102,9555.909183,5277.745522,7164.464275,6864.714185,7384.87245,0,8783.523608,5302.380567,9725.585495,8295.710584,12483.94207,6869.337724,6493.77024,6067.467179,9505.020626,10931.49099,1359.040652,1095.441267,7293.827855,4929.259508,3970.636741,4778.156406,7033.710687,8560.898208,1403.680568,2935.213992,11061.35573,9419.486432,9307.757391,1586.254171,7856.608722,10380.08585,0,0,9344.142494,10355.70417,9450.232758,9916.810201,9361.763347,5229.816091
Folic acid_10,7926.93462,6217.582439,2021.420201,4231.656059,0,1423.130694,5432.753617,4530.025646,3557.455855,6894.892078,7538.914955,4314.809921,823.6931275,5099.137134,4914.205195,4717.329827,0,5704.453854,0,4667.041714,7955.095169,4769.091503,2584.087183,7705.16951,5460.467569,0,6628.163128,5520.212415,5840.039067,685.4185044,531.1742599,5039.307204,5763.900509,3761.228555,2135.319563,4393.363745,4469.378572,4877.173871,0,0,4237.607755,3832.485484,3660.305358,4617.10252
Folic acid_11,4299.354041,6704.358593,11556.72485,7006.624909,8038.386898,6409.684829,0,6192.242442,6182.528589,5663.768577,1476.043645,3531.591968,5525.939254,6999.975476,6349.534708,6978.610161,9494.28719,8036.648993,6672.401789,6500.778987,2533.873694,5579.865725,10404.66673,7109.278909,8372.835352,7516.246793,4861.547212,6302.62304,6609.507132,3791.395431,1786.770934,1689.93907,7257.418996,0,10058.43624,2722.189567,6691.570125,6398.071749,6458.199307,6145.432817,9387.575503,3120.481323,1084.924988,7950.271838
Folic acid_12,0,5230.30004,0,3710.825088,4672.817643,7621.05737,4254.815642,2288.660724,659.9164708,3872.384668,7643.496076,1792.281397,4593.388933,0,3022.307822,5663.745505,620.4792402,2422.00038,0,2615.566714,6763.558548,1164.730655,1768.556776,0,0,5402.183603,2839.584723,7596.520475,3789.969748,0,2061.567439,5343.125412,3476.957806,6235.050054,4273.379098,5006.65562,2134.243763,0,3124.76407,3765.979206,837.4288685,3444.515608,5603.568388,5095.969257
Folic acid_13,5515.680253,3959.206985,6351.303712,4596.513482,6562.791037,6642.395749,4754.475729,4818.864973,4625.974774,2330.285145,4600.185462,5742.780597,1300.381942,7287.324546,4018.884713,6273.958816,6045.87847,3619.805823,5142.86323,6686.522624,6962.326007,3586.430753,5535.298469,3774.066143,7058.845704,6307.345342,8471.716355,8382.559454,3860.292199,9118.43145,0,7582.266462,4631.150363,9286.076633,9184.857476,4305.9433,350.7488132,7059.944589,5277.828726,7570.275375,5587.444316,5653.469068,7102.623599,2216.584301
Folic acid_14,5466.320739,9214.329938,9338.57918,6809.264312,2275.781042,4887.721247,5770.00051,10165.57166,5311.861596,6367.500238,5537.75668,5835.568204,5816.010728,585.9247599,5626.191936,4496.077618,3529.056764,4880.681915,5897.330515,8620.757126,6132.875664,6434.850169,4489.502089,6705.903165,5795.192296,2993.575173,4905.22445,3691.155488,4351.104222,9501.906348,6976.445965,5529.362448,7606.708239,1345.227442,3179.922277,0,5655.954336,1348.099395,1249.538641,6575.776096,5108.270374,6494.333794,2229.270536,5315.364147
Folic acid_15,5998.56902,5855.935091,1713.887581,8775.479502,7105.600909,147.3661648,7339.532081,552.8699054,2817.368445,9423.565361,6718.795328,6866.157632,4118.130136,7322.3009,0,9178.86982,5473.017296,6353.043532,8339.547742,426.5497291,3459.617866,2933.611482,2988.058371,2900.590763,5591.256856,3874.757492,1093.613453,5890.288506,2174.90513,0,1074.684591,8756.417403,7593.370216,10809.27689,4063.864003,5969.203402,5151.802929,6394.736728,4779.482399,5282.456011,3583.830385,4467.002909,3420.369117,5875.437964
Folic acid_16,5705.299539,4486.073285,6026.078958,6791.259829,2276.423585,9024.902765,5018.841753,4930.646768,6061.744232,4756.984923,5467.510625,2392.323308,872.1527079,1928.12882,5328.905478,0,5122.468973,0,5362.497384,5070.435102,5350.261032,6071.091658,6889.761782,2754.862561,5405.082784,4404.419102,7194.540096,7880.170989,2023.265793,8543.809968,1969.28512,6590.278842,6602.008039,3073.138295,3484.14106,6730.143158,1970.236348,4443.527285,4983.703391,4484.078363,3610.810535,4951.038773,4867.804738,924.1931878
Folic acid_17,7134.402671,9925.785837,4003.403846,4522.826121,6552.29634,5694.657,4189.9023,2064.363484,5375.597133,2130.401598,6605.878473,6374.020866,227.4048361,4625.901876,4074.653841,7079.948706,0,7531.570777,3087.494621,5383.768219,5697.961995,1391.749328,4454.183377,7082.570165,5768.562782,8241.335435,4733.383652,6256.557707,2.37678223,4866.395868,7301.732708,4559.924712,12556.5825,6799.291269,3678.584221,0,7724.297843,8306.040459,0,5199.792168,6501.567956,4521.534677,5477.657354,7419.881821
Folic acid_18,6896.070298,6278.771989,4565.820063,2320.067471,6809.702868,7429.848207,8032.773761,5739.165134,5064.408379,7960.373843,3731.06194,1829.236753,5936.384312,5142.641824,5018.839392,7346.937109,6261.007288,1746.746717,5531.062106,7348.575089,0,3843.603102,2169.813233,3731.744683,7047.97241,6057.535145,6536.584989,4875.367763,3772.655842,0,1236.56522,4709.219359,0,5432.208992,8833.239624,6227.566778,3909.696363,4691.396426,3412.494496,4733.582826,3287.216153,6016.899023,4746.97362,5140.424438
Folic acid_19,609.5750112,6121.102379,9839.991866,7584.808398,6954.015251,6328.862195,2655.914369,7089.563553,7108.008431,6425.750597,5906.195084,4209.969524,7442.805555,4451.050754,3665.799782,8319.673379,5288.39777,6114.095123,8373.056012,6722.638459,7274.91804,7022.561489,8918.500451,5835.710402,2743.529667,5947.840189,6159.647329,10062.95696,8212.854174,831.5394026,9183.087887,8372.578958,9902.538395,3619.435941,4438.933029,5662.956058,879.4313455,6191.583317,7189.635653,3039.115623,7636.044832,7714.388769,2204.794277,7062.088835
Nicotinamide adenine dinucleotide phosphate_0,7268.060511,7256.229439,13720.82682,8970.103519,59674.22893,65435.70878,65880.81374,64932.37827,77204.47949,59636.21251,35967.86017,38129.00164,36816.21918,36750.40764,30864.35131,44190.03171,44222.56163,50390.58882,59547.33032,63150.54526,79949.88061,63239.11051,51994.0586,46781.65359,57318.31177,58518.31786,64722.77151,70362.05236,60750.95222,38987.89956,42151.27663,43660.43509,52954.78636,10726.90729,9969.594775,37414.95668,56197.6536,43212.5965,55474.17952,51601.99639,53648.58796,53932.10045,42014.64283,39366.16437
Nicotinamide adenine dinucleotide phosphate_1,7803.153913,4315.76388,0,6439.101551,3853.414837,4627.584614,0,11157.08425,3758.212754,0,6106.616334,604.2366015,8194.92022,11852.07437,0,12112.39235,13814.64515,0,283.9739985,4095.264854,6376.839838,3374.871552,4841.736917,0,0,11208.0369,5409.394876,0,0,15591.57201,14998.21958,14906.25561,0,6640.109774,3129.589927,5215.051031,0,16312.64363,6895.428406,11845.51178,8047.991916,4769.671202,17250.63932,13299.86553
Nicotinamide adenine dinucleotide phosphate_2,871.7297765,970.1232586,12785.17948,9743.639289,44066.22258,19535.32755,102452.024,48310.94459,28692.66263,97258.89039,74264.80994,40244.62214,41244.72583,20888.99867,33700.75086,36618.28699,89451.82176,10949.01699,33215.63631,61356.39824,80520.04357,15955.84997,60811.9264,33313.07999,126982.9317,46893.73467,9537.110959,157489.4833,73853.3578,23091.25398,13559.75451,20570.20966,53249.40749,12250.1826,5555.828743,57022.00834,62686.17937,26225.10447,45734.29773,46135.39451,56261.32302,93624.4933,35634.25235,88504.44008
Nicotinamide adenine dinucleotide phosphate_3,9754.651538,11292.70004,2715.725817,7498.098247,9004.222765,20483.92714,16591.18693,16156.21943,7027.73047,3104.587559,12088.94193,19005.81589,15387.47554,7877.286321,19057.98729,11170.27363,15937.88582,38260.78901,21945.95262,9835.598701,1601.850005,22509.6749,20360.61634,17112.35151,0,12390.23929,18959.26167,11278.07552,8978.878272,17123.76535,23132.80609,24170.03876,7997.561699,8207.631965,14962.21051,12609.29657,513.601794,20357.34947,35100.63668,15719.12097,14146.5393,3011.120856,9708.575697,2023.736344
Nicotinamide adenine dinucleotide phosphate_4,2956.179839,8275.048342,8371.327841,6753.700624,16009.87111,11516.46344,10486.92006,11865.68404,12404.11518,11467.05104,5105.132735,5568.503495,12150.87911,1837.854419,2352.357492,15201.52349,6375.588134,8819.44715,16128.78601,11794.88295,3287.131401,9446.715929,10513.76217,12810.32938,15722.84261,10024.64316,45.39149624,11410.1923,15259.68734,12390.07908,10662.22604,14309.03569,19821.83449,5766.288184,4093.805925,12537.23647,6852.30014,24103.48351,10372.7514,16004.04544,15609.28292,19328.42397,15541.21438,12245.92151
Nicotinamide adenine dinucleotide phosphate_5,2708.744921,6167.89983,6572.745951,1654.145025,4198.267736,2683.658605,7683.748656,11179.59972,14982.27663,4532.625377,26915.11868,25458.69401,22376.31758,20030.32705,32462.91411,18298.8987,18482.64296,20545.52041,19332.49647,21789.45872,16895.4585,22007.77047,9219.907024,5974.123405,5720.842424,10123.2116,19608.47685,17444.61162,0,17719.03364,7618.39589,19137.75701,7521.117362,10717.31035,4158.284742,16333.67563,18912.53411,16397.77388,12742.48043,22089.11821,9167.6883,11641.33745,16510.6272,13142.78683
Nicotinamide adenine dinucleotide phosphate_6,9237.44283,4971.292323,6269.449681,5480.744273,14962.77643,2458.570573,9644.953442,9245.703774,6503.614854,8238.209097,6032.346965,0,11483.61871,10833.68011,9174.43098,11479.50807,2520.98746,7940.360743,13814.52456,11227.34347,8174.636908,10029.90482,0,10262.5393,2842.327323,13896.78121,7576.486765,9563.743796,6360.517747,0,12271.80312,7073.627166,12837.70468,3207.655396,3916.846919,539.6206838,6610.883454,922.5261922,10513.56131,3456.816912,5416.840336,2804.578103,13183.76941,7279.024109
Nicotinamide adenine dinucleotide phosphate_7,6124.776865,4498.972735,7756.978285,5033.433921,9997.20938,6317.821214,4682.204091,9293.213528,2045.173794,11523.49673,41977.18837,33722.20531,40818.09724,3322.516275,13857.89834,33294.71354,15606.69455,18536.00131,22159.2169,19156.08019,14946.36879,17958.97123,18914.98412,9822.210118,5356.376575,9669.547534,1963.931774,9458.449392,2180.8753,21942.14441,24777.38611,18010.17232,24035.8352,4849.64972,8318.488789,15711.18667,10665.65731,21837.96255,19397.36273,19596.26349,16577.24908,17404.59538,13930.57792,14899.70714
Nicotinamide adenine dinucleotide phosphate_8,7017.743284,3924.34204,6148.025681,8029.46127,6458.67502,6864.751495,1020.481608,3529.838936,4628.761864,8484.573423,9126.98936,0,5493.65069,6637.873168,14686.8627,565.0290651,21832.30426,10691.40246,9242.559679,3040.218371,4379.683113,13653.18948,3716.953135,11686.90521,11695.91781,10151.2431,11450.04772,10079.89484,10521.51167,4795.992398,4698.077454,12729.70353,5552.013306,9390.280681,6452.431422,3569.906289,5343.0338,398.2348667,3548.199714,0,12704.42416,18242.67094,8204.021289,8839.511683
Nicotinamide adenine dinucleotide phosphate_9,2298.284694,5326.585044,5803.420018,0,7861.986605,0,7323.749969,7525.708526,9034.626708,4113.030285,2160.884319,0,8350.337919,1770.682007,5694.824846,6467.528971,5387.708823,5138.302661,2280.880941,10488.6978,12386.9785,3663.35991,3636.503209,6771.566152,0,9639.319921,2524.050883,7042.061788,0,5746.119925,0,7832.222866,5032.499566,7654.767391,4538.498508,8233.792477,0,3029.790284,9616.142871,1592.367977,10851.41996,4231.601339,7599.911803,10423.90072
Nicotinamide adenine dinucleotide phosphate_10,9292.353785,8993.051542,9622.842467,3280.343842,23378.84974,17245.60694,14106.48026,16755.13102,3931.026411,20487.50522,18502.98671,13760.78046,8893.16518,17014.42394,7434.801007,15527.58895,11301.62777,11133.0195,14757.78684,7572.525336,11716.95817,11738.83119,7457.078112,5857.924427,8298.957718,4827.130656,7666.169488,668.3552666,3900.441046,6395.789491,11486.22001,6784.432921,12221.31379,7690.141226,4440.922468,7646.829533,12368.41535,15213.30014,18119.81884,14315.1554,14600.89572,13332.72257,12147.50112,7679.91196
Nicotinamide adenine dinucleotide phosphate_11,5773.703874,2401.649502,4309.780304,4603.820222,14808.98083,23358.87264,14654.27083,5876.027205,14523.24079,4518.899465,770.266861,7953.506792,2052.674094,2417.032182,13009.58018,11568.56283,239.1600294,7868.574641,11415.46276,9252.390416,3346.925197,7266.224522,4358.635614,7565.725273,5354.955712,5172.782306,506.6594846,0,3347.71272,5484.457788,14034.66281,7634.215361,17888.09759,269.4771057,6492.148258,14269.49227,9332.131683,865.3672008,9088.371489,4838.300981,1448.675619,11843.24305,3466.233491,7362.328765
Nicotinamide adenine dinucleotide phosphate_12,9931.260804,4303.252839,5406.750462,6945.677322,8539.768744,1053.673866,868.4977967,753.9310923,5775.550539,4590.283843,14258.99756,16036.58158,19722.68141,8894.965402,5514.223708,11029.19658,3760.528091,0,14193.98631,5022.264692,6093.584707,4733.885808,9666.174849,2203.707782,6906.864246,2827.746397,6019.909267,10975.68752,9251.303401,12207.61001,10846.41035,1043.321089,4554.468229,8915.023276,0,4012.6229,9245.28941,13194.8924,14536.90627,13019.44765,2248.760208,0,0,10618.8478
Nicotinamide adenine dinucleotide phosphate_13,7616.634616,4283.063478,2594.788826,6790.302916,9761.729796,3971.438367,0,3420.164566,1045.58372,2534.144075,10275.10256,3551.007667,14348.04756,12301.16568,12327.45995,6043.789,5198.848283,13979.61916,108.3099803,10707.24446,2785.331556,10264.36052,6863.088073,5811.053878,3277.815287,10171.74672,9862.387728,10546.27938,7623.352757,8948.098357,0,137.7141509,1931.361764,8040.984999,6400.858182,8305.22236,1857.213249,8711.143317,3619.358651,2290.801257,14756.93442,15173.32487,12239.80825,5273.275248
Nicotinamide adenine dinucleotide phosphate_14,1262.148345,6130.048734,5692.112666,405.4629258,3127.305711,3848.877077,6124.276587,3724.312716,9392.500505,8981.145368,3215.829239,8752.91838,9244.753652,2903.206412,574.1417594,7685.248666,9032.069615,7265.057567,6500.448467,3628.346354,6652.301131,6672.718148,10195.28343,8940.221315,1761.813323,9357.143033,787.1847085,4485.173943,2031.828926,6651.251115,7365.493787,11152.95421,4210.710408,9211.504467,2741.039113,7954.299448,5509.915089,0,5747.153513,4580.51463,3249.925573,4573.836254,5525.091092,3623.670461
Nicotinamide adenine dinucleotide phosphate_15,7084.803573,1174.718705,2208.415824,4210.992882,7703.876801,8252.517982,4900.888355,9057.747979,8710.838747,5447.776704,14966.22669,7576.431199,92.089664,9754.779992,829.2669585,0,6921.661997,6506.981954,9911.18683,9673.480827,8820.30442,0,4822.737,9830.879065,528.1679272,0,7246.127864,53.28254313,1052.425773,615.3534582,8398.834618,7458.246559,8361.83421,9239.268751,2615.986314,0,8523.217311,6128.708752,5086.004557,6848.687514,3255.533346,3335.231189,8077.668393,8637.294775
Nicotinamide adenine dinucleotide phosphate_16,7427.492524,5652.702597,5208.680981,7244.430967,9097.438937,9595.652945,4459.632903,8268.885933,2777.059357,9689.201283,4718.778162,5728.239766,6752.95589,6813.694499,5931.687158,9903.372691,3044.036255,7405.065171,6118.908669,11261.07661,13734.55569,11192.85125,14712.29127,8521.635735,21646.33721,18281.69724,9997.211534,26125.71759,15750.46049,0,6358.870141,14175.01494,8416.752981,0,3729.810074,2558.580278,851.0123604,9721.10599,10341.03069,7871.449056,0,12898.66797,11643.75672,8479.988916
Nicotinamide adenine dinucleotide phosphate_17,7424.439875,8641.0434,2510.721882,4756.541112,594.7834378,4541.950368,6861.624568,7253.856035,2763.429539,2774.699573,12257.83355,3405.593771,10629.17852,12901.42784,7946.351454,9452.129627,6104.711235,7362.695326,15838.74074,15903.80659,0,20347.60692,4310.566844,23320.09998,10568.08544,4347.851762,9991.339439,10555.36927,14156.08541,7759.116602,14302.06037,15495.7964,11142.24947,3847.553944,6072.595348,11367.48,12449.0562,16513.99499,10371.5138,10465.51544,6869.521096,12105.01511,1284.143788,13079.4422
Nicotinamide adenine dinucleotide phosphate_18,5349.785711,7326.425989,6339.817478,8600.516682,757.6821342,2329.167046,0,10703.27199,4532.747232,5522.983578,710.377987,13302.15418,12787.09245,3470.397925,3896.85846,3502.885476,9843.485508,7608.617267,423.9786039,8215.783147,3128.762495,5060.855461,10827.65127,5685.516697,4558.908519,9289.322193,10577.01362,11070.44722,200.7919895,3909.004042,9023.698432,465.878466,4863.508921,0,6393.519416,1367.12759,0,4585.002069,6480.236054,9216.797992,8899.296968,0,10199.38572,2710.602275
